Title,Authors,Year,DOI,PubMed IDs,Full Authors
Risk factor interactions and genetic effects associated with post-operative atrial fibrillation.,"Alison A. Motsinger, Brian S. Donahue, Nancy J. Brown, Dan M. Roden, and Marylyn D. Ritchie",2006,10.1142/9789812701626_0054,17094271,"{9737954500: 'Alison A. Motsinger-Reif', 7005430875: 'Brian S. Donahue', 54790606300: 'Nancy J. Brown', 7102884634: 'Dan M.L. Roden', 7102927061: 'Marylyn D. Ritchie'}"
Learning a predictive model for growth inhibition from the NCI DTP human tumor cell line screening data: does gene expression make a difference?,"Lothar Richter, Ulrich Ruckert, and Stefan Kramer",2006,10.1142/9789812701626_0055,17094272,"{8907579600: 'Lothar Richter', 7003517415: 'Ulrich Rückert', 35305491600: 'Stefan Kramer'}"
Graph kernels for disease outcome prediction from protein-protein interaction networks.,"Karsten M. Borgwardt, Hans-Peter Kriegel",2007,10.1142/9789812772435_0002,17992741,"{10044984100: 'Karsten M. Borgwardt', 7005718994: 'Hans Peter Kriegel', 6602542951: 'S. V.N. Vishwanathan', 14822596200: 'Nicol N. Schraudolph'}"
Chalkboard: ontology-based pathway modeling and qualitative inference of disease mechanisms.,"Daniel L. Cook, Jesse C. Wiley, John H. Gennari",2007,10.1142/9789812772435_0003,17992742,"{7403472850: 'Daniel L. Cook', 7202816711: 'Jesse C. Wiley', 7004484291: 'John H. Gennari'}"
Mining gene-disease relationships from biomedical literature: weighting protein-protein interactions and connectivity measures.,"Graciela Gonzalez, Juan C. Uribe, Luis Tari, Colleen Brophy, Chitta Baral",2007,10.1142/9789812772435_0004,17992743,"{57212403040: 'Graciela Gonzalez-Hernandez', 23475995200: 'Juan C. Uribe', 8938272900: 'Luis B. Tari', 7006812040: 'Colleen Marie Brophy', 7004928552: 'Chitta R. Baral'}"
Predicting structure and dynamics of loosely-ordered protein complexes: influenza hemagglutinin fusion peptide.,"Peter M. Kasson, Vijay S. Pande",2007,10.1142/9789812772435_0005,17992744,"{6603659027: 'Peter M. Kasson', 7004966384: 'Vijay S. Pande'}"
Protein interactions and disease phenotypes in the ABC transporter superfamily.,"Libusha Kelly, Rachel Karchin, Andrej Sali",2007,10.1142/9789812772435_0006,17990484,"{8517563100: 'Libusha Kelly', 6602728907: 'Rachel Karchin', 7102068059: 'Andrej Šali'}"
LTHREADER: prediction of ligand-receptor interactions using localized threading.,"Vinay Pulim, Jadwiga Bienkowska, Bonnie Berger",2007,10.1142/9789812772435_0007,17992745,"{6602407649: 'Vinay Pulim', 56048068300: 'Jadwiga R. Bieńkowska', 7201838430: 'Bonnie A. Berger'}"
Discovery of protein interaction networks shared by diseases.,"Lee Sam, Yang Liu, Jianrong Li, Carol Friedman, Yves A. Lussier",2007,10.1142/9789812772435_0008,17992746,"{15077151700: 'Lee T. Sam', 57192560704: 'Yang Liu', 56197529600: 'Jianrong Li', 16682051600: 'Carol Friedman', 7004101223: 'Yves A. Lussier'}"
An iterative algorithm for metabolic network-based drug target identification.,"Padmavati Sridhar, Tamer Kahveci, Sanjay Ranka",2007,10.1142/9789812772435_0009,17992747,"{57191952213: 'Padmavati Sridhar', 6602549479: 'Tamer Kahveci', 7006264465: 'Sanjay Ranka'}"
Transcriptional interactions during smallpox infection and identification of early infection biomarkers.,"Willy A. Valdivia-Granda, Maricel G. Kann, Jose Malaga",2007,10.1142/9789812772435_0010,17992748,"{14632603500: 'Willy A. Valdivia-Granda', 10041245500: 'Maricel G. Kann', 58452834100: 'Jose L. Malaga'}"
Leveraging latent information in NMR spectra for robust predictive models.,"David Chang, Aalim Weljie, Jack Newton",2007,10.1142/9789812772435_0012,17990485,"{57220914200: 'David D. Chang', 6603196357: 'Aalim M. Weljie', 7402808580: 'Jack Newton'}"
Bioinformatics data profiling tools: a prelude to metabolic profiling.,"Natarajan Ganesan, Bala Kalyanasundaram, Mahe Velauthapllai",2007,10.1142/9789812772435_0013,17990486,"{8591091800: 'Natarajan Ganesan', 7003626147: 'Bala Kalyanasundaram', 23475884400: 'Mahe Velauthapllai'}"
"Comparative QSAR analysis of bacterial, fungal, plant and human metabolites.","Emre Karakoc, S. Cenk Sahinalp, Artem Cherkasov",2007,10.1142/9789812772435_0014,17990487,"{8882730400: 'Emre Karakoç', 6603800467: 'S. Cenk Cenk Sahinalp', 26643601100: 'Artem R. Cherkasov'}"
BioSpider: a web server for automating metabolome annotations.,"Craig Knox, Savita Shrivastava, Paul Stothard, Roman Eisner, David S. Wishart",2007,10.1142/9789812772435_0015,17990488,"{7005915066: 'Craig Knox', 24484868100: 'Savita Shrivastava', 6601960208: 'Paul M. Stothard', 56245962500: 'Roman Eisner', 7005602630: 'David S. Wishart'}"
New bioinformatics resources for metabolomics.,"John L. Markley, Mark E. Anderson, Qiu Cui, Hamid R. Eghbalnia, Ian A. Lewis, Adrian D. Hegeman, Jing Li, Christopher F. Schulte, Michael R. Sussman, William M. Westler, Eldon L. Ulrich, Zsolt Zolnai",2007,10.1142/9789812772435_0016,17990489,"{36045082900: 'John Lute Markley', 55472527600: 'Mark E. Anderson', 57206517464: 'Qiu Cui', 6602553214: 'Hamid R. Eghbalnia', 57193003737: 'Ian A. Lewis', 6602451948: 'Adrian D. Hegeman', 57219364878: 'Jing Li', 21743670600: 'Christopher F. Schulte', 13805238600: 'Michael R. Sussman', 7003347960: 'William Milo Westler', 57214689304: 'Eldon L. Ulrich', 57195145966: 'Zsolt Zolnai'}"
SetupX--a public study design database for metabolomic projects.,"Martin Scholz, Oliver Fiehn",2007,10.1142/9789812772435_0017,17990490,"{57196946722: 'Martin Scholz', 7003325967: 'Oliver E. Fiehn'}"
Comparative metabolomics of breast cancer.,"Chen Yang, Adam D. Richardson, Jeffrey W. Smith, Andrei Osterman ",2007,10.1142/9789812772435_0018,17990491,"{56463164000: 'Chen Yang', 7402534211: 'Adam D. Richardson', 7410168594: 'Jeffrey W. Smith', 24352765400: 'Andrei L. Osterman'}"
Metabolic flux profiling of reaction modules in liver drug transformation.,"Jeongah Yoon, Kyongbum Lee ",2007,10.1142/9789812772435_0019,17990492,"{17136671700: 'Jeongah Yoon', 55789886000: 'Kyongbum Lee'}"
Extracting semantic predications from Medline citations for pharmacogenomics.,"Caroline B. Ahlers, Marcelo Fiszman, Dina Demner-Fushman, Francois-Michel Lang, Thomas C. Rindflesch",2007,10.1142/9789812772435_0021,17990493,"{23471794400: 'Caroline B. Ahlers', 8437484300: 'Marcelo Fiszman', 7801377760: 'Dina Demner-Fushman', 13612282900: 'François Michel Lang', 6601978448: 'Thomas C. Rindflesch'}"
Annotating genes using textual patterns.,"Ali Cakmak, Gultekin Ozsoyoglu",2007,10.1142/9789812772435_0022,17990494,"{22952669700: 'Ali Cakmak', 35582287000: 'Gültekin Özsoyoǧlu'}"
"A fault model for ontology mapping, alignment, and linking systems.","Helen L. Johnson, K. Bretonnel Cohen, Lawrence Hunter",2007,10.1142/9789812772435_0023,17990495,"{36161175100: 'Helen L. Johnson', 8314739900: 'Kevin Bretonnel Cohen', 57689685500: 'Lawrence E. Hunter'}"
Integrating natural language processing with FlyBase curation.,"Nikiforos Karamanis, Ian Lewin, Ruth Sealy, Rachel Drysdaley, Edward Briscoe ",2007,10.1142/9789812772435_0024,17990496,"{23473571000: 'Nikiforos Karamanis', 57213902017: 'Ian Lewin', 23475305400: 'Ruth L. Seal', 7005209060: 'Rachel A. Drysdale', 57212688475: 'Edward J. Briscoe'}"
A stacked graphical model for associating sub-images with sub-captions.,"Zhenzhen Kou, William W. Cohen, Robert F. Murphy",2007,10.1142/9789812772435_0025,17990497,"{10039783400: 'Zhenzhen Kou', 7202924370: 'William W. Cohen', 7403470459: 'Robert F. Murphy'}"
GeneRIF quality assurance as summary revision.,"Zhiyong Lu, K. Bretonnel Cohen, and Lawrence Hunter",2007,10.1142/9789812772435_0026,17990498,"{23474115300: 'Zhiyong Lu', 8314739900: 'Kevin Bretonnel Cohen', 57689685500: 'Lawrence E. Hunter'}"
Evaluating the automatic mapping of human gene and protein mentions to unique identifiers.,"Alexander A. Morgan, Benjamin Wellner, Jeffrey B. Colombe, Robert Arens, Marc E. Colosimo, Lynette Hirschman",2007,10.1142/9789812772435_0027,17990499,"{35794613500: 'Alexander A. Morgan', 15069791200: 'Ben Wellner', 6505870063: 'Jeffrey B. Colombe', 35301733200: 'Robert Arens', 9738416000: 'Marc E. Colosimo', 6603840406: 'Lynette Hirschman'}"
Multiple approaches to fine-grained indexing of the biomedical literature.,"Aurelie Neveol, Sonya E. Shooshan, Susanne M. Humphrey, Thomas C. Rindflesh, Alan R. Aronson",2007,10.1142/9789812772435_0028,17990500,"{23474844600: 'Aurélie Névéol', 8443555400: 'Sonya E. Shooshan', 7101601894: 'Susanne M. Humphrey', 23475419600: 'Thomas C. Rindflesh', 17933416200: 'Alan R. Aronson'}"
Mining patents using molecular similarity search.,"James Rhodes, Stephen Boyer, Jeffrey Kreulen, Ying Chen, Patricia Ordonez",2007,10.1142/9789812772435_0029,17990501,"{22939239700: 'James Rhodes', 23472168400: 'Stephen K. Boyer', 6507297767: 'Jeffrey T. Kreulen', 55721116500: 'Ying Chen', 58333576900: 'Patricia Ordonez'}"
Discovering implicit associations between genes and hereditary diseases.,"Kazuhiro Seki, Javed Mostafa",2007,10.1142/9789812772435_0030,17990502,"{23398715300: 'Kazuhiro Seki', 6701721684: 'Javed Mostafa'}"
A cognitive evaluation of four online search engines for answering definitional questions posed by physicians.,"Hong Yu, David Kaufman",2007,10.1142/9789812772435_0031,17990503,"{35785447400: 'Hong Yu', 34770630900: 'David R. Kaufman'}"
Biomediator data integration and inference for functional annotation of anonymous sequences.,"Eithon Cadag, Brent Louie, Peter J. Myler, Peter Tarczy-Hornoch",2007,10.1142/9789812772435_0033,17990504,"{8642359500: 'Eithon Cadag', 15077381800: 'Brenton Louie', 7005974497: 'Peter John Myler', 6701576629: 'Peter Tarczy-Hornoch'}"
Absent sequences: nullomers and primes.,"Greg Hampikian, Tim Andersen",2007,10.1142/9789812772435_0034,17990505,"{6506592109: 'Greg K. Hampikian', 57806522000: 'Tim L. Andersen'}"
An anatomical ontology for amphibians.,"Anne M. Maglia, Jennifer L. Leopold, L. Analï¿½a Pugener, Susan Gauch",2007,10.1142/9789812772435_0035,17992749,"{6601950348: 'Anne M. Maglia', 9272100300: 'Jennifer L. Leopold', 6603229762: 'Lourdes Analía Púgener', 6602196195: 'Susan E. Gauch'}"
Recommending pathway genes using a compendium of clustering solutions.,"David M. Ng, Marcos H. Woehrmann, Joshua M. Stuart",2007,10.1142/9789812772435_0036,17992750,"{18134279000: 'David M. Ng', 23475839400: 'Marcos H. Woehrmann', 56720469500: 'Joshua Michael Stuart'}"
Semi-automated XML markup of biosystematic legacy literature with the GoldenGATE editor.,"Guido Sautter, Klemens Bohm, Donat Agosti",2007,10.1142/9789812772435_0037,17992751,"{23398283900: 'Guido Sautter', 7102197315: 'Klemens Böhm', 6701420704: 'Donat At Agosti'}"
Advancement in protein inference from shotgun proteomics using peptide detectability.,"Pedro Alves, Randy J. Arnold, Milos V. Novotny, Predrag Radivojac, James P. Reilly, Haixu Tang",2007,10.1142/9789812772435_0039,17990506,"{26640170900: 'Pedro Alves', 7401731432: 'Randy J. Arnold', 57196834429: 'Miloš V. Novotný', 6602502392: 'Predrag Radivojac', 7402155861: 'James Patrick Reilly', 10043216700: 'Haixu Tang'}"
Mining tandem mass spectral data to develop a more accurate mass error model for peptide identification.,"Yan Fu, Wen Gao, Simin He, Ruixiang Sun, Hu Zhou, Rong Zeng",2007,10.1142/9789812772435_0040,17990507,"{55712889300: 'Yan Fu', 34770442400: 'Wen Gao', 8586815400: 'Simin He', 8937369300: 'Ruixiang Sun', 55716802400: 'Hu Zhou', 7102024197: 'Rong Zeng'}"
Assessing and combining reliability of protein interaction sources.,"Sonia Leach, Aaron Gabow, Lawrence Hunter, Debra S. Goldberg",2007,10.1142/9789812772435_0041,17990508,"{7103073596: 'Sonia M. Leach', 23472885700: 'Aaron P. Gabow', 57689685500: 'Lawrence E. Hunter', 7401442606: 'Debra S. Goldberg'}"
Probabilistic modeling of systematic errors in two-hybrid experiments.,"David Sontag, Rohit Singh, Bonnie Berger",2007,10.1142/9789812772435_0042,17990509,"{35726211000: 'David A. Sontag', 12141071500: 'Rohit R. Singh', 7201838430: 'Bonnie A. Berger'}"
Prospective exploration of biochemical tissue composition via imaging mass spectrometry guided by principal component analysis.,"Raf Van de Plas, Fabian Ojeda, Maarten Dewil, Ludo Van Den Bosch, Bart De Moor, Etienne Waelkens",2007,10.1142/9789812772435_0043,17990510,"{23476034800: 'Raf Van de Plas', 23474368200: 'Fabian Ojeda', 12140432100: 'Maarten Dewil', 7005171888: 'Ludo van den Bosch', 35510667500: 'Bart L.R. de Moor', 7003387254: 'Etienne Waelkens'}"
Discovering motifs with transcription factor domain knowledge.,"Henry C.M. Leung, Francis Y.L. Chin, Bethany M.Y. Chan",2007,10.1142/9789812772435_0045,17990511,"{35233742700: 'Henry Chi Ming Leung', 7005101915: 'Francis Yuk Lun Chin', 7201530697: 'Bethany M.Y. Chan'}"
Ab initio prediction of transcription factor binding sites.,"L. Angela Liu, Joel S. Bader ",2007,10.1142/9789812772435_0046,17990512,"{55571496000: 'L. Angela Liu', 7201629332: 'Joel S. Bader'}"
Comparative pathway annotation with protein-DNA interaction and operon information via graph tree decomposition.,"Jizhen Zhao, Dongsheng Che, Liming Cai",2007,10.1142/9789812772435_0047,17990513,"{56144387700: 'Jizhen Zhao', 8593582600: 'Dongsheng Che', 7401563706: 'Liming Cai'}"
FRESCO: flexible alignment with rectangle scoring schemes.,"A.V. Dalca, M. Brudno",2008,10.1142/9789812776136_0002,18229672,"{23972147300: 'Adrian Vasile Dalca', 55979741800: 'Michael Brudno'}"
Local reliability measures from sets of co-optimal multiple sequence alignments.,"Giddy Landan, Dan Graur",2008,10.1142/9789812776136_0003,18229673,"{19639169800: 'Giddy Landan', 7004525157: 'Dan Graur'}"
The effect of the guide tree on multiple sequence alignments and subsequent phylogenetic analyses.,"S. Nelesen, K. Liu, D. Zhao, C. R. Linder, T. Warnow",2008,10.1142/9789812776136_0004,18229674,"{13106253300: 'Serita M. Nelesen', 23973007800: 'Kevin J. Liu', 23394399900: 'Donggao Zhao', 7006218989: 'Craig Randal Linder', 55109110400: 'Tandy J. Warnow'}"
Sensitivity analysis for reversal distance and breakpoint reuse in genome rearrangements.,"Amit U. Sinha, Jaroslaw Meller",2008,10.1142/9789812776136_0005,18229675,"{56317274900: 'Amit U. Sinha', 7006142349: 'Jarosław Meller'}"
Comparing sequence and expression for predicting microRNA targets using GenMiR3.,"J. C. Huang, B. J. Frey, Q. D. Morris",2008,10.1142/9789812776136_0007,18229676,"{56135474300: 'Jim C. Huang', 35459307900: 'Brendan J. Frey', 57209459106: 'Quaid D. Morris'}"
Analysis of microRNA-target interactions by a target structure based hybridization model.,"Dang Long, Chi Yu Chan, Ye Ding",2008,10.1142/9789812776136_0008,18232104,"{36938668000: 'Dang Long', 35232475600: 'Chiyu Chan', 57195143301: 'Ye Ding'}"
A probabilistic method for small RNA flowgram matching.,"Vladimir Vacic, Hailing Jin, Jian-Kang Zhu, Stefano Lonardi",2008,10.1142/9789812776136_0009,18229677,"{6504714877: 'Vladimir Vacic', 7403073088: 'Hailing Jin', 7405693614: 'Jiankang Zhu', 7003773948: 'Stefano Lonardi'}"
TRELLIS+: an effective approach for indexing genome-scale sequences using suffix trees.,"Benjarath Phoophakdee, Mohammed J. Zaki",2008,10.1142/9789812776136_0011,18229678,"{36712292000: 'Benjarath Pupacdi', 7202243707: 'Mohammed Javeed J. Zaki'}"
Pash 2.0: scaleable sequence anchoring for next-generation sequencing technologies.,"Cristian Coarfa, Aleksandar Milosavljevic",2008,10.1142/9789812776136_0012,18229679,"{8869754900: 'Cristian Coarfa', 7004058696: 'Aleksandar Milosavljević'}"
Population sequencing using short reads: HIV as a case study.,"Vladimir Jojic, Tomer Hertz, Nebojsa Jojic",2008,10.1142/9789812776136_0013,18229680,"{8976094300: 'Vladimir Jojic', 6701622592: 'Tomer Hertz', 7003727143: 'Nebojša Jojić'}"
Analysis of large-scale sequencing of small RNAs.,"A.J. Olson, J. Brennecke, A.A. Aravin, G.J. Hannon, R. Sachidanandam",2008,10.1142/9789812776136_0014,18229681,"{12776634800: 'Andrew J. Olson', 7004704575: 'Julius Brennecke', 6602186564: 'Alexei A. Aravin', 7006115520: 'Gregory J. Hannon', 6602583639: 'Ravi Sachidanandam'}"
SGDI: system for genomic data integration.,"V. J. Carey, J. Gentry, D. Sarkar, R. Gentleman, S. Ramaswamy",2008,10.1142/9789812776136_0016,18229682,"{7006779984: 'Vincent J. Carey', 9744657800: 'Jeff G. Gentry', 23111865500: 'Deepayan Sarkar', 57202732201: 'Robert C. Gentleman', 7201359825: 'Sridhar Ramaswamy'}"
Annotating pathways in interaction networks.,"Jayesh Pandey, Mehmet Koyuturk, Wojciech Szpankowski, Ananth Grama",2008,10.1142/9789812776136_0017,18229683,"{18537387200: 'Jayesh Pandey', 8897820600: 'Mehmet Koyutürk', 35586536800: 'Wojciech Szpankowski', 7003928712: 'Ananth Y. Grama'}"
Integrating microarray and proteomics data to predict the response on cetuximab in patients with rectal cancer.,"Anneleen Daeman, Olivier Gevaert, Tijl de Bie, Annelies Debucquoy, Jean-Pascal Machiels, Bart de Moor, Karin Haustermans",2008,10.1142/9789812776136_0018,18229684,"{23388654400: 'Anneleen Daemen', 23003890000: 'A. Olivier Gevaert', 57203775071: 'Tijl de Bie', 14321373000: 'Annelies Debucquoy', 7004296481: 'Jean Pascal Henry MacHiels', 35510667500: 'Bart L.R. de Moor', 7003365652: 'Karin M.G. Haustermans'}"
A Bayesian framework for data and hypotheses driven fusion of high throughput data: application to mouse organogenesis.,"Madhuchhanda Bhattacharjee, Colin Pritchard, Peter Nelson",2008,10.1142/9789812776136_0019,18229685,"{7004974624: 'Madhuchhanda Bhattacharjee', 57203229978: 'Colin C. Pritchard', 7402247242: 'Peter S. Nelson'}"
Gathering the gold dust: methods for assessing the aggregate impact of small effect genes in genomic scans.,"Michael A. Province, Ingrid B. Borecki",2008,10.1142/9789812776136_0020,18229686,"{35373332400: 'Michael A. Province', 7006776577: 'Ingrid B. Borecki'}"
Multi-scale correlations in continuous genomic data.,"R. E. Thurman, W. S. Noble, J. A. Stamatoyannopoulos",2008,10.1142/9789812776136_0021,18229687,"{7202221607: 'Robert E. Thurman', 7102482003: 'William Stafford Noble', 6603232343: 'John A. Stamatoyannopoulos'}"
Analysis of MALDI-TOF mass spectrometry data for detection of glycan biomarkers.,"Habtom W. Ressom, Rency S. Varghese, Lenka Goldman, Christopher A. Loffredo, Mohammed Abdel-Hamid, Zuzana Kyselova, Yehia Mechref, Milos Novotny, Radoslav Goldman",2008,10.1142/9789812776136_0022,18229688,"{6603922272: 'Habtom W. Ressom', 7003374806: 'Rency S. Varghese', 9238217700: 'Lenka Goldman', 35473279900: 'Christopher A. Loffredo', 7005355075: 'Mohamed A. Abdel-Hamid', 57194388022: 'Zuzana Kyselova', 7004369396: 'Yehia S. Mechref', 57196834429: 'Miloš V. Novotný', 35378400100: 'Radoslav Goldman'}"
